OrderNumber,OrderDate,CurrencyCode,_SalesAM_ID,_CustomerID,_SiteID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 000416,7/8/2018,RWF,28,30,256,13,7,0.1,998.30,449.24
SO - 000417,7/8/2018,RWF,18,48,148,31,2,0.075,254.60,127.30
SO - 000418,7/8/2018,RWF,13,13,6,38,5,0.4,703.50,316.58
SO - 000419,7/8/2018,RWF,23,47,62,1,6,0.05,"1,092.10",546.05
SO - 000420,7/8/2018,RWF,16,6,61,3,4,0.05,"1,038.50",560.79
SO - 000421,7/8/2018,RWF,3,50,188,37,4,0.15,"2,398.60","1,894.89"
SO - 000422,7/9/2018,RWF,28,32,150,7,4,0.05,897.80,368.10
SO - 000423,7/9/2018,RWF,25,30,39,46,7,0.15,"5,212.60","3,179.69"
SO - 000424,7/9/2018,RWF,15,46,102,22,3,0.05,254.60,206.23
SO - 000425,7/9/2018,RWF,3,29,236,3,4,0.075,"3,926.20","2,120.15"
SO - 000426,7/9/2018,RWF,17,13,312,12,8,0.1,"1,165.80",582.90
SO - 000427,7/9/2018,RWF,7,44,183,6,1,0.15,"3,859.20","2,354.11"
SO - 000428,7/9/2018,RWF,3,4,69,41,6,0.05,167.50,100.50
SO - 000429,7/9/2018,RWF,21,22,330,24,8,0.05,"1,681.70",891.30
SO - 000430,7/9/2018,RWF,22,38,137,3,8,0.05,924.60,665.71
SO - 000431,7/9/2018,RWF,23,13,119,21,6,0.1,"3,966.40","3,371.44"
SO - 000432,7/9/2018,RWF,15,19,283,43,7,0.1,938.00,450.24
SO - 000433,7/10/2018,RWF,7,20,81,30,6,0.2,"1,983.20","1,090.76"
SO - 000434,7/10/2018,RWF,10,27,165,7,7,0.075,"2,586.20","2,094.82"
SO - 000435,7/11/2018,RWF,7,14,87,2,3,0.05,"3,061.90","2,051.47"
SO - 000436,7/11/2018,RWF,28,30,323,39,1,0.2,"1,051.90",452.32
SO - 000437,7/11/2018,RWF,21,11,225,2,8,0.15,261.30,104.52
SO - 000438,7/11/2018,RWF,11,4,138,37,6,0.05,"6,143.90","3,071.95"
SO - 000439,7/11/2018,RWF,20,45,143,43,7,0.2,"2,472.30","1,928.39"
SO - 000440,7/11/2018,RWF,2,6,316,9,3,0.075,"3,892.70","3,075.23"
SO - 000441,7/11/2018,RWF,11,33,216,14,1,0.05,964.80,492.05
SO - 000442,7/11/2018,RWF,2,46,342,12,8,0.2,"3,832.40","3,104.24"
SO - 000443,7/11/2018,RWF,2,12,190,45,7,0.2,964.80,781.49
SO - 000444,7/11/2018,RWF,6,48,122,40,1,0.05,"1,118.90",794.42
SO - 000445,7/11/2018,RWF,16,43,319,6,8,0.05,180.90,74.17
SO - 000446,7/11/2018,RWF,22,23,96,24,7,0.05,844.20,346.12
SO - 000447,7/11/2018,RWF,7,25,96,11,7,0.2,"3,490.70","1,780.26"
SO - 000448,7/12/2018,RWF,20,39,66,9,5,0.2,"1,112.20",778.54
SO - 000449,7/12/2018,RWF,11,42,128,37,1,0.05,"1,072.00",568.16
SO - 000450,7/12/2018,RWF,24,20,1,41,3,0.075,"1,078.70",906.11
SO - 000451,7/12/2018,RWF,26,10,273,25,7,0.075,"5,433.70","3,857.93"
SO - 000452,7/12/2018,RWF,16,17,309,24,8,0.05,"3,906.10","3,163.94"
SO - 000453,7/12/2018,RWF,13,21,103,30,4,0.15,"2,458.90","2,090.07"
SO - 000454,7/12/2018,RWF,24,8,258,10,3,0.075,"1,112.20",856.39
SO - 000455,7/12/2018,RWF,10,31,149,47,4,0.05,"1,065.30",745.71
SO - 000456,7/12/2018,RWF,1,5,298,35,6,0.075,"1,862.60","1,359.70"
SO - 000457,7/12/2018,RWF,27,11,273,7,7,0.2,"1,822.40","1,184.56"
SO - 000458,7/12/2018,RWF,26,35,161,12,7,0.05,"1,065.30",575.26
SO - 000459,7/12/2018,RWF,17,26,29,16,3,0.05,"5,875.90","4,289.41"
SO - 000460,7/12/2018,RWF,1,10,151,22,3,0.075,"1,728.60",708.73
SO - 000461,7/13/2018,RWF,24,50,125,45,4,0.05,"3,832.40","2,452.74"
SO - 000462,7/13/2018,RWF,22,24,261,7,1,0.05,"1,025.10",861.08
SO - 000463,7/13/2018,RWF,24,1,115,45,4,0.05,"1,815.70",944.16
SO - 000464,7/13/2018,RWF,4,22,294,1,2,0.075,"3,839.10","1,689.20"
SO - 000465,7/13/2018,RWF,10,15,56,14,1,0.05,"2,425.40","1,430.99"
SO - 000466,7/13/2018,RWF,6,38,218,13,6,0.15,"3,865.90","1,971.61"
SO - 000467,7/13/2018,RWF,2,45,351,23,2,0.075,"2,653.20","1,857.24"
SO - 000468,7/13/2018,RWF,13,42,90,3,2,0.15,991.60,594.96
SO - 000469,7/13/2018,RWF,23,9,345,28,5,0.1,"2,512.50","2,060.25"
SO - 000470,7/14/2018,RWF,20,6,42,16,6,0.1,"2,613.00","1,332.63"
SO - 000471,7/14/2018,RWF,25,1,362,27,5,0.15,"5,721.80","3,375.86"
SO - 000472,7/14/2018,RWF,4,8,233,7,2,0.075,"1,768.80",831.34
SO - 000473,7/14/2018,RWF,20,19,220,21,5,0.1,"2,606.30","1,251.02"
SO - 000474,7/14/2018,RWF,18,10,332,34,8,0.1,"2,452.20","1,569.41"
SO - 000475,7/14/2018,RWF,21,49,211,44,1,0.05,964.80,694.66
SO - 000476,7/15/2018,RWF,24,44,90,38,5,0.05,"1,125.60",562.80
SO - 000477,7/15/2018,RWF,21,30,316,30,5,0.05,857.60,548.86
SO - 000478,7/15/2018,RWF,5,37,28,2,7,0.075,"3,906.10","1,796.81"
SO - 000479,7/15/2018,RWF,10,8,162,25,5,0.15,"1,078.70",506.99
SO - 000480,7/15/2018,RWF,18,13,279,29,1,0.4,"2,432.10","1,264.69"
SO - 000481,7/15/2018,RWF,18,2,91,30,8,0.05,958.10,536.54
SO - 000482,7/16/2018,RWF,25,42,139,45,8,0.05,864.30,726.01
SO - 000483,7/16/2018,RWF,7,40,146,8,2,0.05,864.30,700.08
SO - 000484,7/16/2018,RWF,1,40,194,36,6,0.075,891.10,579.22
SO - 000485,7/16/2018,RWF,18,17,100,10,5,0.2,"3,979.80","2,069.50"
SO - 000486,7/16/2018,RWF,15,23,214,14,5,0.1,837.50,469.00
SO - 000487,7/16/2018,RWF,18,28,77,10,2,0.05,"2,318.20","1,738.65"
SO - 000488,7/16/2018,RWF,9,41,29,35,6,0.05,"1,822.40",801.86
SO - 000489,7/16/2018,RWF,21,29,329,13,4,0.15,"1,165.80",664.51
SO - 000490,7/16/2018,RWF,22,11,41,16,7,0.05,234.50,187.60
SO - 000491,7/17/2018,RWF,19,11,240,28,5,0.4,"2,452.20","1,912.72"
SO - 000492,7/17/2018,RWF,4,19,331,11,8,0.05,261.30,133.26
SO - 000493,7/17/2018,RWF,21,29,85,4,4,0.1,"1,031.80",453.99
SO - 000494,7/17/2018,RWF,17,18,349,20,3,0.1,"3,082.00","1,849.20"
SO - 000495,7/17/2018,RWF,22,27,311,8,3,0.05,"6,405.20","3,138.55"
SO - 000496,7/17/2018,RWF,9,22,162,16,6,0.05,"1,822.40",947.65
SO - 000497,7/17/2018,RWF,28,29,181,27,8,0.05,"1,279.70","1,062.15"
SO - 000498,7/17/2018,RWF,19,3,283,36,1,0.2,"3,932.90","2,635.04"
SO - 000499,7/17/2018,RWF,7,28,307,4,3,0.15,201.00,80.40
SO - 000500,7/17/2018,RWF,27,11,141,4,1,0.1,"3,946.30","2,131.00"
SO - 000501,7/18/2018,RWF,28,49,72,2,7,0.2,"1,909.50","1,317.56"
SO - 000502,7/18/2018,RWF,2,47,120,23,7,0.2,"2,412.00","1,109.52"
SO - 000503,7/18/2018,RWF,7,50,152,32,6,0.05,964.80,675.36
SO - 000504,7/18/2018,RWF,22,42,57,3,5,0.075,"1,996.60","1,457.52"
SO - 000505,7/18/2018,RWF,12,21,228,1,7,0.15,"1,045.20",700.28
SO - 000506,7/18/2018,RWF,6,41,37,4,1,0.2,"3,879.30","3,219.82"
SO - 000507,7/18/2018,RWF,22,50,76,21,6,0.075,"5,976.40","3,466.31"
SO - 000508,7/18/2018,RWF,19,13,255,18,1,0.05,"2,257.90","1,264.42"
SO - 000509,7/19/2018,RWF,15,9,186,22,4,0.05,241.20,154.37
SO - 000510,7/19/2018,RWF,1,35,68,40,8,0.075,"1,983.20",793.28
SO - 000511,7/19/2018,RWF,8,1,364,13,1,0.05,"3,919.50","3,331.58"
SO - 000512,7/19/2018,RWF,13,17,174,44,7,0.1,241.20,135.07
SO - 000513,7/19/2018,RWF,13,35,2,1,4,0.075,"3,946.30","2,012.61"
SO - 000514,7/19/2018,RWF,15,6,157,35,3,0.05,"3,966.40","3,054.13"
SO - 000515,7/19/2018,RWF,3,6,106,46,5,0.1,"1,829.10","1,463.28"
SO - 000516,7/19/2018,RWF,4,15,277,37,6,0.075,"2,733.60","1,230.12"
SO - 000517,7/19/2018,RWF,5,20,328,39,8,0.075,844.20,717.57
SO - 000518,7/20/2018,RWF,12,28,302,27,4,0.05,"6,231.00","4,922.49"
SO - 000519,7/20/2018,RWF,15,16,65,5,3,0.05,"1,159.10",614.32
SO - 000520,7/20/2018,RWF,1,15,40,42,1,0.15,"3,966.40","2,379.84"
SO - 000521,7/20/2018,RWF,13,41,4,12,4,0.1,"1,105.50",740.69
SO - 000522,7/20/2018,RWF,1,16,56,8,5,0.05,"1,125.60",731.64
SO - 000523,7/20/2018,RWF,20,19,139,42,5,0.15,897.80,709.26
SO - 000524,7/20/2018,RWF,14,21,70,5,5,0.2,207.70,83.08
SO - 000525,7/20/2018,RWF,1,43,360,8,5,0.15,"3,959.70","2,138.24"
SO - 000526,7/21/2018,RWF,17,21,321,2,7,0.075,"1,755.40",912.81
SO - 000527,7/21/2018,RWF,10,37,214,27,3,0.2,"3,001.60","1,650.88"
SO - 000528,7/21/2018,RWF,20,33,268,13,6,0.4,"1,031.80",464.31
SO - 000529,7/21/2018,RWF,7,21,54,12,4,0.1,"3,966.40","2,776.48"
SO - 000530,7/21/2018,RWF,19,48,95,12,5,0.1,"1,681.70","1,126.74"
SO - 000531,7/21/2018,RWF,4,33,11,41,1,0.05,"1,172.50",809.03
SO - 000532,7/21/2018,RWF,19,26,304,38,7,0.15,716.90,473.15
SO - 000533,7/21/2018,RWF,22,12,288,30,7,0.075,"6,465.50","3,879.30"
SO - 000534,7/21/2018,RWF,24,30,291,20,1,0.075,241.20,101.30
SO - 000535,7/21/2018,RWF,17,38,123,36,1,0.05,"1,929.60",849.02
SO - 000536,7/21/2018,RWF,20,23,166,14,8,0.1,"3,953.00","3,280.99"
SO - 000537,7/22/2018,RWF,18,46,204,40,2,0.05,"2,492.40","1,320.97"
SO - 000538,7/22/2018,RWF,18,15,295,1,7,0.075,241.20,185.72
SO - 000539,7/22/2018,RWF,12,34,207,26,5,0.05,951.40,380.56
SO - 000540,7/22/2018,RWF,25,45,75,24,4,0.2,"6,217.60","5,284.96"
SO - 000541,7/22/2018,RWF,12,15,77,42,6,0.075,"2,351.70","1,246.40"
SO - 000542,7/22/2018,RWF,22,19,134,3,6,0.1,"1,132.30",871.87
SO - 000543,7/22/2018,RWF,21,1,211,47,3,0.1,"1,145.70",607.22
SO - 000544,7/22/2018,RWF,24,15,127,27,3,0.075,"3,725.20","2,048.86"
SO - 000545,7/22/2018,RWF,24,50,194,33,7,0.05,944.70,689.63
SO - 000546,7/22/2018,RWF,18,39,157,42,3,0.075,"1,219.40",560.92
SO - 000547,7/22/2018,RWF,23,30,211,47,4,0.075,"1,051.90",736.33
SO - 000548,7/22/2018,RWF,1,31,19,20,2,0.075,207.70,135.01
SO - 000549,7/22/2018,RWF,17,14,201,35,4,0.05,"1,862.60","1,098.93"
SO - 000550,7/22/2018,RWF,26,26,76,8,3,0.1,"1,889.40","1,152.53"
SO - 000551,7/22/2018,RWF,22,40,354,12,8,0.15,"2,653.20","2,016.43"
SO - 000552,7/22/2018,RWF,24,43,343,27,2,0.075,"3,953.00","1,818.38"
SO - 000553,7/22/2018,RWF,4,5,365,41,3,0.05,227.80,191.35
SO - 000554,7/23/2018,RWF,17,28,309,17,1,0.2,"3,879.30","1,551.72"
SO - 000555,7/23/2018,RWF,1,21,151,13,1,0.15,"1,045.20",804.80
SO - 000556,7/23/2018,RWF,9,4,296,46,2,0.1,"5,071.90","2,535.95"
SO - 000557,7/23/2018,RWF,5,23,364,25,1,0.15,241.20,144.72
SO - 000558,7/23/2018,RWF,6,35,95,8,8,0.2,"2,298.10","1,539.73"
SO - 000559,7/23/2018,RWF,12,25,65,34,7,0.2,"3,845.80","1,845.98"
SO - 000560,7/23/2018,RWF,28,21,255,11,6,0.075,"2,425.40","1,042.92"
SO - 000561,7/24/2018,RWF,2,48,7,6,8,0.05,"1,206.00",663.30
SO - 000562,7/24/2018,RWF,3,50,125,21,8,0.075,221.10,179.09
SO - 000563,7/24/2018,RWF,27,30,255,41,3,0.075,"3,825.70","2,563.22"
SO - 000564,7/24/2018,RWF,22,27,41,6,5,0.075,857.60,394.50
SO - 000565,7/24/2018,RWF,20,31,41,32,3,0.075,"3,825.70","2,563.22"
SO - 000566,7/24/2018,RWF,12,5,107,12,8,0.075,"1,996.60",898.47
SO - 000567,7/24/2018,RWF,20,10,147,17,1,0.05,234.50,121.94
SO - 000568,7/24/2018,RWF,16,15,206,14,8,0.075,"1,896.10",948.05
SO - 000569,7/25/2018,RWF,9,1,115,32,2,0.1,207.70,87.23
SO - 000570,7/25/2018,RWF,24,8,109,8,1,0.075,167.50,125.63
SO - 000571,7/25/2018,RWF,28,22,297,11,1,0.1,"3,986.50","2,591.23"
SO - 000572,7/25/2018,RWF,18,28,114,4,8,0.4,"2,546.00","1,018.40"
SO - 000573,7/25/2018,RWF,27,28,138,10,1,0.075,864.30,380.29
SO - 000574,7/25/2018,RWF,23,40,148,41,1,0.05,"1,876.00","1,350.72"
SO - 000575,7/25/2018,RWF,16,3,309,11,5,0.075,247.90,163.61
SO - 000576,7/25/2018,RWF,12,21,151,44,2,0.075,"5,051.80","3,435.22"
SO - 000577,7/25/2018,RWF,25,3,266,22,4,0.4,"1,011.70",667.72
SO - 000578,7/25/2018,RWF,4,16,242,2,6,0.2,"1,862.60","1,247.94"
SO - 000579,7/25/2018,RWF,17,31,150,12,6,0.1,"1,246.20",660.49
SO - 000580,7/26/2018,RWF,24,26,349,30,1,0.1,"1,688.40","1,215.65"
SO - 000581,7/26/2018,RWF,12,30,237,11,8,0.1,"5,916.10","4,673.72"
SO - 000582,7/26/2018,RWF,13,17,190,13,3,0.1,"5,132.20","2,771.39"
SO - 000583,7/26/2018,RWF,7,46,82,7,2,0.05,"1,118.90",839.18
SO - 000584,7/26/2018,RWF,11,39,214,10,6,0.15,"5,835.70","3,968.28"
SO - 000585,7/26/2018,RWF,23,29,275,41,5,0.2,"6,036.70","3,139.08"
SO - 000586,7/26/2018,RWF,12,22,168,29,7,0.4,"1,031.80",825.44
SO - 000587,7/26/2018,RWF,25,37,332,37,5,0.1,"5,956.30","4,407.66"
SO - 000588,7/26/2018,RWF,22,9,104,35,7,0.2,"3,932.90","2,989.00"
SO - 000589,7/26/2018,RWF,21,3,245,19,5,0.2,"5,889.30","4,416.98"
SO - 000590,7/26/2018,RWF,23,13,327,45,8,0.075,"2,458.90","1,647.46"
SO - 000591,7/26/2018,RWF,20,38,104,8,8,0.075,"3,912.80","2,034.66"
SO - 000592,7/27/2018,RWF,23,48,136,29,2,0.075,"5,668.20","3,570.97"
SO - 000593,7/27/2018,RWF,16,18,6,46,1,0.15,"5,547.60","4,216.18"
SO - 000594,7/28/2018,RWF,25,35,109,45,1,0.15,201.00,96.48
SO - 000595,7/28/2018,RWF,1,40,362,6,6,0.075,247.90,198.32
SO - 000596,7/28/2018,RWF,12,2,280,45,1,0.05,"3,859.20","3,125.95"
SO - 000597,7/28/2018,RWF,8,40,214,21,3,0.05,"5,487.30","3,127.76"
SO - 000598,7/28/2018,RWF,7,25,223,7,6,0.15,"1,809.00","1,157.76"
SO - 000599,7/29/2018,RWF,12,11,99,46,7,0.4,"2,405.30","1,731.82"
SO - 000600,7/29/2018,RWF,28,31,187,20,1,0.15,790.60,672.01
SO - 000601,7/29/2018,RWF,15,46,292,14,2,0.1,"3,202.60","2,177.77"
SO - 000602,7/29/2018,RWF,21,48,315,8,5,0.2,"1,058.60",645.75
SO - 000603,7/29/2018,RWF,20,33,35,26,8,0.4,"1,768.80",778.27
SO - 000604,7/29/2018,RWF,2,1,199,2,5,0.1,971.50,534.33
SO - 000605,7/29/2018,RWF,19,34,153,34,4,0.1,938.00,478.38
SO - 000606,7/29/2018,RWF,16,49,27,20,5,0.2,958.10,756.90
SO - 000607,7/29/2018,RWF,15,1,166,23,8,0.05,"3,705.10","2,111.91"
SO - 000608,7/30/2018,RWF,25,48,257,20,8,0.075,"1,025.10",686.82
SO - 000609,7/30/2018,RWF,16,4,184,5,7,0.075,"2,592.90","1,711.31"
SO - 000610,7/30/2018,RWF,25,15,150,39,1,0.15,"3,865.90","3,054.06"
SO - 000611,7/30/2018,RWF,22,30,347,36,8,0.05,"5,634.70","4,226.03"
SO - 000612,7/30/2018,RWF,23,41,362,15,3,0.05,971.50,621.76
SO - 000613,7/31/2018,RWF,5,3,218,28,4,0.15,"1,051.90",694.25
SO - 000614,7/31/2018,RWF,12,3,196,1,7,0.075,"1,051.90",683.74
SO - 000615,7/31/2018,RWF,17,29,226,17,2,0.2,"1,139.00",854.25
SO - 000616,7/31/2018,RWF,10,16,33,10,8,0.075,"5,849.10","3,041.53"
SO - 000617,7/31/2018,RWF,16,21,68,2,4,0.075,"2,264.60","1,222.88"
SO - 000618,7/31/2018,RWF,11,26,105,26,7,0.075,"1,125.60",889.22
SO - 000619,7/31/2018,RWF,17,37,7,20,7,0.05,"1,078.70",755.09
SO - 000620,7/31/2018,RWF,28,23,57,16,4,0.15,"2,405.30","1,635.60"
SO - 000621,7/31/2018,RWF,7,17,155,4,1,0.05,"1,072.00",707.52
SO - 000622,8/1/2018,RWF,23,4,202,26,1,0.3,"5,808.90","3,369.16"
SO - 000623,8/1/2018,RWF,1,21,205,19,6,0.2,"3,926.20","1,845.31"
SO - 000624,8/1/2018,RWF,23,29,287,38,8,0.1,201.00,160.80
SO - 000625,8/1/2018,RWF,20,39,16,27,1,0.1,"1,882.70","1,430.85"
SO - 000626,8/1/2018,RWF,25,30,149,22,6,0.05,"2,532.60","1,089.02"
SO - 000627,8/1/2018,RWF,18,33,22,31,8,0.05,207.70,135.01
SO - 000628,8/1/2018,RWF,20,41,115,10,6,0.2,241.20,180.90
SO - 000629,8/1/2018,RWF,3,21,222,11,6,0.075,"1,152.40",507.06
SO - 000630,8/2/2018,RWF,20,40,190,14,5,0.3,"3,879.30","2,288.79"
SO - 000631,8/2/2018,RWF,12,37,219,7,4,0.1,"3,865.90","3,170.04"
SO - 000632,8/2/2018,RWF,19,35,121,6,6,0.075,"1,835.80","1,248.34"
SO - 000633,8/2/2018,RWF,8,37,334,23,5,0.15,234.50,180.57
SO - 000634,8/2/2018,RWF,7,10,283,34,2,0.15,757.10,507.26
SO - 000635,8/2/2018,RWF,26,39,212,25,8,0.05,"1,005.00",703.50
SO - 000636,8/3/2018,RWF,10,4,159,11,2,0.05,"6,391.80","5,113.44"
SO - 000637,8/3/2018,RWF,3,13,269,31,8,0.15,"2,740.30","1,123.52"
SO - 000638,8/3/2018,RWF,13,48,60,40,3,0.15,924.60,536.27
SO - 000639,8/3/2018,RWF,11,41,22,16,5,0.15,"1,031.80",505.58
SO - 000640,8/3/2018,RWF,25,11,90,21,1,0.2,"1,098.80",769.16
SO - 000641,8/3/2018,RWF,27,10,279,18,3,0.05,"1,132.30",713.35
SO - 000642,8/3/2018,RWF,25,12,350,45,3,0.05,"2,465.60","1,602.64"
SO - 000643,8/3/2018,RWF,17,47,127,26,6,0.1,"1,005.00",462.30
SO - 000644,8/4/2018,RWF,1,13,252,17,2,0.1,"1,246.20","1,021.88"
SO - 000645,8/4/2018,RWF,11,13,291,5,6,0.3,"1,025.10",809.83
SO - 000646,8/4/2018,RWF,7,36,14,28,1,0.2,"1,902.80","1,084.60"
SO - 000647,8/4/2018,RWF,21,34,292,19,2,0.05,"3,738.60","2,056.23"
SO - 000648,8/4/2018,RWF,11,39,178,46,6,0.075,"1,996.60","1,237.89"
SO - 000649,8/4/2018,RWF,10,38,76,9,3,0.15,"2,331.60","1,818.65"
SO - 000650,8/4/2018,RWF,11,16,221,41,6,0.1,"1,078.70",701.16
SO - 000651,8/4/2018,RWF,11,42,334,11,4,0.15,"1,788.90","1,216.45"
SO - 000652,8/4/2018,RWF,4,36,347,30,3,0.1,241.20,161.60
SO - 000653,8/4/2018,RWF,7,45,240,41,5,0.1,"1,159.10",533.19
SO - 000654,8/4/2018,RWF,18,12,6,5,7,0.1,"1,051.90",515.43
SO - 000655,8/4/2018,RWF,4,18,243,46,3,0.15,"5,969.70","3,343.03"
SO - 000656,8/4/2018,RWF,19,28,355,12,3,0.3,"3,919.50","2,508.48"
SO - 000657,8/4/2018,RWF,16,18,4,34,4,0.15,"1,118.90",492.32
SO - 000658,8/4/2018,RWF,2,11,350,30,5,0.05,"1,118.90",570.64
SO - 000659,8/4/2018,RWF,1,29,28,23,4,0.1,"5,427.00","3,744.63"
SO - 000660,8/4/2018,RWF,24,32,108,36,2,0.05,"3,725.20","2,570.39"
SO - 000661,8/4/2018,RWF,18,7,214,14,3,0.05,187.60,75.04
SO - 000662,8/4/2018,RWF,7,4,297,38,7,0.075,"3,999.90","3,359.92"
SO - 000663,8/4/2018,RWF,17,32,15,20,1,0.15,971.50,592.62
SO - 000664,8/4/2018,RWF,6,42,21,37,5,0.075,"1,118.90",727.29
SO - 000665,8/5/2018,RWF,18,33,208,2,6,0.4,864.30,501.29
SO - 000666,8/5/2018,RWF,7,22,116,22,6,0.05,"5,782.10","4,394.40"
SO - 000667,8/5/2018,RWF,25,10,152,9,5,0.05,904.50,461.30
SO - 000668,8/5/2018,RWF,18,25,188,29,8,0.15,247.90,158.66
SO - 000669,8/5/2018,RWF,22,49,270,16,2,0.15,"1,708.50","1,213.04"
SO - 000670,8/5/2018,RWF,24,39,166,16,6,0.05,"1,132.30",702.03
SO - 000671,8/5/2018,RWF,27,20,119,13,6,0.05,"1,775.50","1,225.10"
SO - 000672,8/5/2018,RWF,1,25,28,20,8,0.2,"1,902.80",970.43
SO - 000673,8/6/2018,RWF,1,28,151,3,3,0.1,"5,963.00","2,802.61"
SO - 000674,8/6/2018,RWF,27,34,211,3,3,0.1,"3,886.00","2,176.16"
SO - 000675,8/6/2018,RWF,11,2,281,33,6,0.075,"1,058.60",635.16
SO - 000676,8/6/2018,RWF,18,33,214,32,4,0.05,"5,815.60","4,419.86"
SO - 000677,8/6/2018,RWF,18,45,240,3,6,0.05,"5,353.30","4,496.77"
SO - 000678,8/6/2018,RWF,8,18,297,5,4,0.075,"5,567.70","4,565.51"
SO - 000679,8/7/2018,RWF,10,6,153,37,3,0.1,"2,512.50","2,135.63"
SO - 000680,8/7/2018,RWF,4,22,293,42,3,0.075,"1,681.70","1,227.64"
SO - 000681,8/7/2018,RWF,7,39,265,4,7,0.05,194.30,136.01
SO - 000682,8/7/2018,RWF,10,18,255,9,4,0.05,"2,405.30","1,683.71"
SO - 000683,8/7/2018,RWF,16,21,269,13,1,0.2,"1,038.50",706.18
SO - 000684,8/7/2018,RWF,10,38,71,27,3,0.2,857.60,591.74
SO - 000685,8/7/2018,RWF,7,22,284,1,8,0.1,"1,855.90","1,354.81"
SO - 000686,8/7/2018,RWF,20,36,26,38,2,0.05,"5,621.30","2,585.80"
SO - 000687,8/7/2018,RWF,23,26,92,20,8,0.1,"1,139.00",649.23
SO - 000688,8/8/2018,RWF,1,9,349,17,7,0.05,"2,264.60","1,834.33"
SO - 000689,8/8/2018,RWF,4,14,301,8,4,0.1,884.40,566.02
SO - 000690,8/8/2018,RWF,8,5,81,4,5,0.075,683.40,382.70
SO - 000691,8/8/2018,RWF,15,49,68,32,1,0.075,"1,025.10",481.80
SO - 000692,8/8/2018,RWF,28,15,87,27,7,0.4,"3,731.90","2,276.46"
SO - 000693,8/8/2018,RWF,12,31,340,44,2,0.1,"5,567.70","3,229.27"
SO - 000694,8/8/2018,RWF,5,16,95,41,6,0.1,991.60,525.55
SO - 000695,8/8/2018,RWF,18,43,94,15,8,0.1,"3,852.50","3,043.48"
SO - 000696,8/8/2018,RWF,9,16,263,39,1,0.05,"3,906.10","1,835.87"
SO - 000697,8/8/2018,RWF,16,40,245,34,1,0.15,"5,118.80","2,354.65"
SO - 000698,8/8/2018,RWF,18,9,284,2,7,0.05,"6,117.10","4,404.31"
SO - 000699,8/8/2018,RWF,25,16,279,28,6,0.1,"1,025.10",850.83
SO - 000700,8/8/2018,RWF,2,4,114,4,7,0.15,944.70,462.90
SO - 000701,8/9/2018,RWF,7,25,303,2,3,0.2,"1,025.10",656.06
SO - 000702,8/9/2018,RWF,5,23,264,2,8,0.1,"3,859.20","2,045.38"
SO - 000703,8/9/2018,RWF,27,30,329,40,4,0.1,194.30,91.32
SO - 000704,8/9/2018,RWF,1,2,82,35,4,0.05,"6,184.10","4,638.08"
SO - 000705,8/9/2018,RWF,24,16,131,46,3,0.2,"1,728.60",916.16
SO - 000706,8/9/2018,RWF,1,7,204,37,6,0.1,931.30,772.98
SO - 000707,8/9/2018,RWF,12,17,131,8,6,0.3,"3,886.00","2,797.92"
SO - 000708,8/9/2018,RWF,23,39,75,8,3,0.4,234.50,96.15
SO - 000709,8/9/2018,RWF,11,32,213,33,3,0.075,"3,979.80","1,989.90"
SO - 000710,8/10/2018,RWF,28,49,232,35,1,0.075,"3,356.70","1,846.19"
SO - 000711,8/10/2018,RWF,8,42,52,4,6,0.1,"2,519.20","1,309.98"
SO - 000712,8/10/2018,RWF,7,28,23,19,3,0.05,837.50,460.63
SO - 000713,8/10/2018,RWF,7,31,233,24,2,0.1,"3,926.20","2,552.03"
SO - 000714,8/10/2018,RWF,5,10,308,9,5,0.05,"6,231.00","4,797.87"
SO - 000715,8/10/2018,RWF,12,46,236,25,4,0.075,"3,932.90","2,871.02"
SO - 000716,8/10/2018,RWF,23,16,156,1,4,0.075,"3,966.40","2,816.14"
SO - 000717,8/10/2018,RWF,22,31,69,39,1,0.075,"2,291.40","1,581.07"
SO - 000718,8/10/2018,RWF,11,30,182,37,5,0.4,"3,678.30","2,059.85"
SO - 000719,8/11/2018,RWF,25,39,358,13,7,0.075,"3,999.90","3,039.92"
SO - 000720,8/11/2018,RWF,16,36,283,23,8,0.15,991.60,575.13
SO - 000721,8/11/2018,RWF,14,35,140,34,6,0.2,"5,447.10","4,248.74"
SO - 000722,8/11/2018,RWF,13,39,178,24,3,0.075,"2,452.20","1,054.45"
SO - 000723,8/11/2018,RWF,10,13,201,11,4,0.15,998.30,469.20
SO - 000724,8/11/2018,RWF,8,28,248,23,4,0.2,"1,313.20",577.81
SO - 000725,8/11/2018,RWF,1,26,15,20,1,0.1,"2,512.50","1,658.25"
SO - 000726,8/12/2018,RWF,28,29,238,30,6,0.05,"5,346.60","3,528.76"
SO - 000727,8/12/2018,RWF,11,15,331,18,2,0.1,"3,618.00","2,496.42"
SO - 000728,8/12/2018,RWF,17,21,125,30,7,0.075,"1,876.00","1,500.80"
SO - 000729,8/12/2018,RWF,5,18,44,15,1,0.1,254.60,201.13
SO - 000730,8/12/2018,RWF,10,49,157,5,3,0.15,"3,825.70","1,530.28"
SO - 000731,8/12/2018,RWF,5,26,284,35,6,0.15,"2,251.20","1,620.86"
SO - 000732,8/12/2018,RWF,23,30,132,25,8,0.075,"4,013.30","3,090.24"
